ccn,date,updateDate,city,state,postalCode,blocksizedAddress,incidentType,parentIncidentType,narrative
P23024982,"06/04/2023, 5:55:13 PM","06/05/2023, 12:01:45 AM",LETHBRIDGE,AB,.,200 Block 12B ST,PUBLIC SERVICE,Other,PUBLIC SERVICE
CA23012798,"06/02/2023, 12:55:00 PM","06/05/2023, 12:01:45 AM",LETHBRIDGE,AB,.,400 Block MAYOR MAGRATH DR, RMS] Shoplifting $5000 or Under,Theft,Shoplifting $5000 or Under
CA23012797,"06/02/2023, 11:55:00 AM","06/05/2023, 12:01:45 AM",LETHBRIDGE,AB,.,400 Block MAYOR MAGRATH DR, RMS] Shoplifting $5000 or Under,Theft,Shoplifting $5000 or Under
CA23012731,"05/28/2023, 9:00:00 PM","06/05/2023, 12:01:45 AM",LETHBRIDGE,AB,.,700 Block 14 ST, RMS] Break and Enter - Residential  CC 348(1)(d),Other,Break and Enter - Residential  CC 348(1)(d)
CA23012804,"06/04/2023, 4:49:00 PM","06/05/2023, 12:01:45 AM",LETHBRIDGE,AB,.,WHOOP UP DR & BLACKFOOT RD, RMS] Check On Welfare,Other,Check On Welfare
CA23012808,"06/04/2023, 3:21:00 PM","06/05/2023, 12:01:45 AM",LETHBRIDGE,AB,.,700 Block SIXMILE CR, RMS] Assist Others,Other,Assist Others
CA23012745,"06/04/2023, 12:48:00 AM","06/05/2023, 12:01:45 AM",LETHBRIDGE,AB,.,3400 Block PARKSIDE DR, RMS] Traffic Complaint General,Traffic,Traffic Complaint General
CA23012780,"06/04/2023, 10:51:00 AM","06/05/2023, 12:01:45 AM",LETHBRIDGE,AB,.,500 Block COLUMBIA BD, RMS] Bylaw - Certain Noise,Quality of Life,Bylaw - Certain Noise
P23024968,"06/04/2023, 3:59:01 PM","06/05/2023, 12:01:49 AM",LETHBRIDGE,AB,.,1500 Block 33 ST,ALARMS,Other,ALARMS
P23024969,"06/04/2023, 4:15:34 PM","06/05/2023, 12:01:49 AM",LETHBRIDGE,AB,.,300 Block GRIZZLY CR,ASSIST OTHER AGENCIES,Other,ASSIST OTHER AGENCIES
P23024970,"06/04/2023, 4:15:57 PM","06/05/2023, 12:01:49 AM",LETHBRIDGE,AB,.,800 Block 2A AV,WEAPONS/FIREARMS,Other,WEAPONS/FIREARMS
P23024971,"06/04/2023, 4:43:45 PM","06/05/2023, 12:01:49 AM",LETHBRIDGE,AB,.,UNKNOWN STREET,DISTURBANCE/NUISANCE,Quality of Life,DISTURBANCE/NUISANCE
CA23012800,"06/01/2023, 2:00:00 PM","06/05/2023, 12:01:58 AM",LETHBRIDGE,AB,.,1200 Block 6 AV, RMS] Break and Enter - Residential  CC 348(1)(d),Other,Break and Enter - Residential  CC 348(1)(d)
CA23012744,"06/03/2023, 4:55:00 PM","06/05/2023, 12:01:57 AM",LETHBRIDGE,AB,.,300 Block 20 ST, RMS] Other Drugs - Possession,Quality of Life,Other Drugs - Possession
P23024962,"06/04/2023, 3:05:37 PM","06/05/2023, 12:01:48 AM",LETHBRIDGE,AB,.,UNKNOWN STREET,SUBJECT STOP,Proactive Policing,SUBJECT STOP
P23024963,"06/04/2023, 3:14:12 PM","06/05/2023, 12:01:48 AM",LETHBRIDGE,AB,.,UNKNOWN STREET,WEAPONS/FIREARMS,Other,WEAPONS/FIREARMS
P23024964,"06/04/2023, 3:21:12 PM","06/05/2023, 12:01:48 AM",LETHBRIDGE,AB,.,700 Block SIXMILE CR,ASSIST OTHER AGENCIES,Other,ASSIST OTHER AGENCIES
P23024965,"06/04/2023, 3:34:35 PM","06/05/2023, 12:01:48 AM",LETHBRIDGE,AB,.,300 Block 5 ST,SUBJECT STOP,Proactive Policing,SUBJECT STOP
P23024966,"06/04/2023, 3:41:46 PM","06/05/2023, 12:01:48 AM",LETHBRIDGE,AB,.,600 Block 3 AV,SUBJECT STOP,Proactive Policing,SUBJECT STOP
P23024967,"06/04/2023, 3:50:37 PM","06/05/2023, 12:01:49 AM",LETHBRIDGE,AB,.,800 Block 2A AV,ASSIST OTHER AGENCIES,Other,ASSIST OTHER AGENCIES
RM23052949,"06/04/2023, 2:58:00 PM","06/05/2023, 12:01:58 AM",LETHBRIDGE,AB,.,100 Block 1 AV, RMS] Assist Others,Other,Assist Others
CA23012794,"06/02/2023, 12:00:00 AM","06/05/2023, 12:02:06 AM",LETHBRIDGE,AB,.,1 Block RYERSON PL, RMS] Fraud,Other,Fraud
CA23012783,"06/04/2023, 11:32:00 AM","06/05/2023, 12:01:58 AM",LETHBRIDGE,AB,.,100 Block 1 AV, RMS] Assist Others,Other,Assist Others
CA23012790,"06/03/2023, 12:30:00 AM","06/05/2023, 12:02:06 AM",LETHBRIDGE,AB,.,GRAND RIVER BD W DR & UNIVERSITY, RMS] Traffic Complaint General,Traffic,Traffic Complaint General
P23024957,"06/04/2023, 2:27:34 PM","06/05/2023, 12:01:47 AM",LETHBRIDGE,AB,.,100 Block MT CRANDELL CR,DRUGS,Quality of Life,DRUGS
P23024958,"06/04/2023, 2:32:44 PM","06/05/2023, 12:01:47 AM",LETHBRIDGE,AB,.,500 Block 6 AV,SUBJECT STOP,Proactive Policing,SUBJECT STOP
P23024959,"06/04/2023, 2:46:18 PM","06/05/2023, 12:01:47 AM",LETHBRIDGE,AB,.,500 Block 5 ST,SUBJECT STOP,Proactive Policing,SUBJECT STOP
P23024960,"06/04/2023, 2:54:44 PM","06/05/2023, 12:01:47 AM",LETHBRIDGE,AB,.,500 Block 6 ST,SUBJECT STOP,Proactive Policing,SUBJECT STOP
P23024961,"06/04/2023, 2:55:07 PM","06/05/2023, 12:01:48 AM",LETHBRIDGE,AB,.,500 Block UNIVERSITY DR,ALARMS,Other,ALARMS
CA23012789,"06/03/2023, 5:20:00 PM","06/05/2023, 12:01:58 AM",LETHBRIDGE,AB,.,3400 Block PARKSIDE DR, RMS] TSA - Traffic Safety Act,Traffic,TSA - Traffic Safety Act
CA23012786,"06/04/2023, 4:26:00 AM","06/05/2023, 12:01:58 AM",LETHBRIDGE,AB,.,1 Block FAIRMONT CR, RMS] Check On Welfare,Other,Check On Welfare
CA23012728,"06/03/2023, 11:35:00 PM","06/05/2023, 12:01:56 AM",LETHBRIDGE,AB,.,900 Block 19 ST, RMS] Assist Others,Other,Assist Others
P23024956,"06/04/2023, 1:40:19 PM","06/05/2023, 12:01:47 AM",LETHBRIDGE,AB,.,800 Block 5 AV,SUBJECT STOP,Proactive Policing,SUBJECT STOP
CA23012781,"06/04/2023, 11:20:00 AM","06/05/2023, 12:01:58 AM",LETHBRIDGE,AB,.,2600 Block SOUTH PARKSIDE DR, RMS] BREAK AND ENTER - COMMERCIAL CC 348(1)(e),Other,Break and Enter - Commercial CC 348(1)(e)
CA23012785,"06/03/2023, 9:00:00 AM","06/05/2023, 12:01:58 AM",LETHBRIDGE,AB,.,100 Block BRIDGE DR, RMS] Traffic Complaint General,Traffic,Traffic Complaint General
P23024955,"06/04/2023, 12:53:30 PM","06/05/2023, 12:01:46 AM",LETHBRIDGE,AB,.,2900 Block 31 ST,"PUBLIC SERVICE (LOCK-OUT/LOCK-IN, PEACE, WELFARE, RECKLESS ACTIVITY)",Other,"PUBLIC SERVICE (LOCK-OUT/LOCK-IN, PEACE, WELFARE, RECKLESS ACTIVITY)"
CA23012740,"06/04/2023, 12:29:00 AM","06/05/2023, 12:01:56 AM",LETHBRIDGE,AB,.,1 Block MEADOWLARK BD, RMS] Check On Welfare,Other,Check On Welfare
CA23012774,"06/04/2023, 8:41:00 AM","06/05/2023, 12:01:58 AM",LETHBRIDGE,AB,.,1 Block HARU MORIYAMA RD, RMS] Assist Others,Other,Assist Others
CA23012770,"06/04/2023, 8:18:00 AM","06/05/2023, 12:01:57 AM",LETHBRIDGE,AB,.,100 Block CROCUS TE, RMS] Bylaw - Certain Noise,Quality of Life,Bylaw - Certain Noise
CA23012777,"06/04/2023, 5:27:00 AM","06/05/2023, 12:01:58 AM",LETHBRIDGE,AB,.,800 Block 21 ST, RMS] Bylaw - Certain Noise,Quality of Life,Bylaw - Certain Noise
CA23012773,"06/04/2023, 4:24:00 AM","06/05/2023, 12:01:58 AM",LETHBRIDGE,AB,.,200 Block 20 ST, RMS] Bylaw - Certain Noise,Quality of Life,Bylaw - Certain Noise
CA23012767,"06/04/2023, 6:51:00 AM","06/05/2023, 12:01:57 AM",LETHBRIDGE,AB,.,3500 Block 10A AV, RMS] Bylaw - Certain Noise,Quality of Life,Bylaw - Certain Noise
P23024949,"06/04/2023, 11:28:51 AM","06/05/2023, 12:01:46 AM",LETHBRIDGE,AB,.,2600 Block SOUTH PARKSIDE DR,ALARMS,Other,ALARMS
P23024950,"06/04/2023, 11:30:08 AM","06/05/2023, 12:01:46 AM",LETHBRIDGE,AB,.,2600 Block SOUTH PARKSIDE DR,BURGLARY (BREAK-AND-ENTER)/HOME INVASION,Other,BURGLARY (BREAK-AND-ENTER)/HOME INVASION
P23024952,"06/04/2023, 11:47:53 AM","06/05/2023, 12:01:46 AM",LETHBRIDGE,AB,.,2300 Block MAYOR MAGRATH DR,DISTURBANCE/NUISANCE,Quality of Life,DISTURBANCE/NUISANCE
P23024953,"06/04/2023, 11:49:20 AM","06/05/2023, 12:01:46 AM",LETHBRIDGE,AB,.,300 Block MILDRED DOBBS BD,"SUSPICIOUS/WANTED (PERSON, CIRCUMSTANCES, VEHICLE)",Proactive Policing,"SUSPICIOUS/WANTED (PERSON, CIRCUMSTANCES, VEHICLE)"
P23024954,"06/04/2023, 12:01:22 PM","06/05/2023, 12:01:46 AM",LETHBRIDGE,AB,.,1 Block SIMON FRASER BD,HARASSMENT/STALKING/THREAT,Other,HARASSMENT/STALKING/THREAT
CA23012778,"06/04/2023, 9:42:00 AM","06/05/2023, 12:01:58 AM",LETHBRIDGE,AB,T1J,2000 Block 9 AV, RMS] Impaired Operation (Alcohol),Traffic,Impaired Operation (Alcohol)
RM23052948,"06/04/2023, 10:45:00 AM","06/05/2023, 12:01:53 AM",LETHBRIDGE,AB,.,600 Block 6 AV, RMS] TSA - Traffic Safety Act,Traffic,TSA - Traffic Safety Act
P23024944,"06/04/2023, 10:25:14 AM","06/05/2023, 12:02:05 AM",LETHBRIDGE,AB,.,UNKNOWN STREET,SUBJECT STOP,Proactive Policing,SUBJECT STOP
P23024945,"06/04/2023, 10:42:19 AM","06/05/2023, 12:02:05 AM",LETHBRIDGE,AB,.,UNKNOWN STREET,TRAFFIC STOP,Proactive Policing,TRAFFIC STOP
P23024946,"06/04/2023, 10:55:32 AM","06/05/2023, 12:01:45 AM",LETHBRIDGE,AB,.,1 Block TEMPLE BD,WEAPONS/FIREARMS,Other,WEAPONS/FIREARMS
P23024948,"06/04/2023, 11:07:18 AM","06/05/2023, 12:01:45 AM",LETHBRIDGE,AB,.,1 Block HARVARD CR,WEAPONS/FIREARMS,Other,WEAPONS/FIREARMS
CA23012746,"06/04/2023, 1:53:00 AM","06/05/2023, 12:01:57 AM",LETHBRIDGE,AB,.,CROWSNEST TR & BRIDGE DR, RMS] TSA - Traffic Safety Act,Traffic,TSA - Traffic Safety Act
CA23012771,"06/04/2023, 8:20:00 AM","06/05/2023, 12:01:57 AM",LETHBRIDGE,AB,.,1700 Block 8A AV, RMS] Assist Others,Other,Assist Others
P23024941,"06/04/2023, 9:42:46 AM","06/04/2023, 4:18:14 PM",LETHBRIDGE,AB,.,2000 Block 9 AV,TRAFFIC STOP,Proactive Policing,TRAFFIC STOP
P23024942,"06/04/2023, 9:45:21 AM","06/04/2023, 4:18:14 PM",LETHBRIDGE,AB,.,1500 Block 23 AV,DISTURBANCE/NUISANCE,Quality of Life,DISTURBANCE/NUISANCE
P23024943,"06/04/2023, 9:58:51 AM","06/04/2023, 4:18:13 PM",LETHBRIDGE,AB,.,UNKNOWN STREET,TRAFFIC STOP,Proactive Policing,TRAFFIC STOP
CA23012766,"06/04/2023, 7:24:00 AM","06/04/2023, 4:18:14 PM",LETHBRIDGE,AB,.,1 Block AV & 13 ST, RMS] Assault,Assault,Assault
CA23012737,"06/01/2023, 5:00:00 AM","06/04/2023, 4:18:14 PM",LETHBRIDGE,AB,.,1500 Block 4 AV, RMS] Break and Enter - Residential  CC 348(1)(d),Other,Break and Enter - Residential  CC 348(1)(d)
CA23011692,"05/24/2023, 6:25:00 PM","06/04/2023, 4:18:14 PM",LETHBRIDGE,AB,.,1 Block RIVERLAND CL, RMS] Assist Others,Other,Assist Others
CA23012768,"06/04/2023, 7:57:00 AM","06/04/2023, 4:17:53 PM",LETHBRIDGE,AB,.,100 Block TEMPLE BD, RMS] False Alarm,Other,False Alarm
CA23012747,"06/02/2023, 7:00:00 AM","06/04/2023, 4:17:53 PM",LETHBRIDGE,AB,.,700 Block COLUMBIA BD, RMS] Break and Enter - Residential  CC 348(1)(d),Other,Break and Enter - Residential  CC 348(1)(d)
CA23012769,"06/04/2023, 7:52:00 AM","06/04/2023, 4:17:53 PM",LETHBRIDGE,AB,.,500 Block 6 AV, RMS] Provincial Trespass Act,Other,Provincial Trespass Act
CA23012748,"06/04/2023, 12:20:00 AM","06/04/2023, 4:17:53 PM",LETHBRIDGE,AB,.,900 Block 40 AV, RMS] Natural Deaths,Other,Natural Deaths
CA23012772,"06/04/2023, 5:05:00 AM","06/04/2023, 4:17:53 PM",LETHBRIDGE,AB,.,800 Block 2A AV, RMS] Provincial Trespass Act,Other,Provincial Trespass Act
CA23012760,"06/04/2023, 6:32:00 AM","06/04/2023, 4:17:53 PM",LETHBRIDGE,AB,.,1700 Block 15 AV, RMS] Assault,Assault,Assault
P23024933,"06/04/2023, 8:18:09 AM","06/04/2023, 4:18:18 PM",LETHBRIDGE,AB,.,100 Block CROCUS TE,DISTURBANCE/NUISANCE,Quality of Life,DISTURBANCE/NUISANCE
P23024934,"06/04/2023, 8:20:08 AM","06/04/2023, 4:18:18 PM",LETHBRIDGE,AB,.,1700 Block 8A AV,ASSIST OTHER AGENCIES,Other,ASSIST OTHER AGENCIES
P23024935,"06/04/2023, 8:33:28 AM","06/04/2023, 4:18:18 PM",LETHBRIDGE,AB,.,300 Block 13 ST,ASSAULT,Assault,ASSAULT
P23024936,"06/04/2023, 8:36:32 AM","06/04/2023, 4:18:18 PM",LETHBRIDGE,AB,.,1200 Block 1 AV,SUBJECT STOP,Proactive Policing,SUBJECT STOP
P23024937,"06/04/2023, 8:41:33 AM","06/04/2023, 4:18:19 PM",LETHBRIDGE,AB,.,1 Block HARU MORIYAMA RD,"SUSPICIOUS/WANTED (PERSON, CIRCUMSTANCES, VEHICLE)",Proactive Policing,"SUSPICIOUS/WANTED (PERSON, CIRCUMSTANCES, VEHICLE)"
P23024938,"06/04/2023, 8:42:37 AM","06/04/2023, 4:18:19 PM",LETHBRIDGE,AB,.,300 Block 7 ST,SUBJECT STOP,Proactive Policing,SUBJECT STOP
P23024939,"06/04/2023, 9:07:55 AM","06/04/2023, 4:18:19 PM",LETHBRIDGE,AB,.,100 Block STAFFORD DR,TRESPASSING/UNWANTED,Quality of Life,TRESPASSING/UNWANTED
P23024940,"06/04/2023, 9:10:47 AM","06/04/2023, 4:18:19 PM",LETHBRIDGE,AB,.,UNKNOWN STREET,DRIVING UNDER THE INFLUENCE (IMPAIRED DRIVING),Quality of Life,DRIVING UNDER THE INFLUENCE (IMPAIRED DRIVING)
CA23012736,"06/03/2023, 8:33:00 PM","06/04/2023, 4:17:55 PM",LETHBRIDGE,AB,.,600 Block COLUMBIA BD, RMS] Bylaw - Certain Noise,Quality of Life,Bylaw - Certain Noise
CA23012719,"06/03/2023, 9:52:00 PM","06/04/2023, 4:17:55 PM",LETHBRIDGE,AB,.,800 Block 2A AV, RMS] Assist Others,Other,Assist Others
CA23012475,"05/19/2023, 3:00:00 PM","06/04/2023, 4:18:23 PM",LETHBRIDGE,AB,.,4000 Block NIPIGON RD, RMS] Break and Enter - Residential  CC 348(1)(d),Other,Break and Enter - Residential  CC 348(1)(d)
CA23012466,"06/01/2023, 6:32:00 AM","06/04/2023, 4:18:21 PM",LETHBRIDGE,AB,.,600 Block 8 ST, RMS] Break and Enter - Residential  CC 348(1)(d),Other,Break and Enter - Residential  CC 348(1)(d)
P23024926,"06/04/2023, 7:28:41 AM","06/04/2023, 4:18:17 PM",LETHBRIDGE,AB,.,1 Block JERRY POTTS BD,"SUSPICIOUS/WANTED (PERSON, CIRCUMSTANCES, VEHICLE)",Proactive Policing,"SUSPICIOUS/WANTED (PERSON, CIRCUMSTANCES, VEHICLE)"
P23024927,"06/04/2023, 7:32:01 AM","06/04/2023, 4:18:17 PM",LETHBRIDGE,AB,.,700 Block 6 AV,ASSAULT,Assault,ASSAULT
P23024928,"06/04/2023, 7:32:56 AM","06/04/2023, 4:18:17 PM",LETHBRIDGE,AB,.,UNKNOWN STREET,TRAFFIC STOP,Proactive Policing,TRAFFIC STOP
P23024929,"06/04/2023, 7:39:42 AM","06/04/2023, 4:18:17 PM",LETHBRIDGE,AB,.,1200 Block 2A AV,ASSAULT,Assault,ASSAULT
P23024930,"06/04/2023, 7:52:34 AM","06/04/2023, 4:18:18 PM",LETHBRIDGE,AB,.,500 Block 6 AV,TRESPASSING/UNWANTED,Quality of Life,TRESPASSING/UNWANTED
P23024931,"06/04/2023, 8:02:56 AM","06/04/2023, 4:18:18 PM",LETHBRIDGE,AB,.,100 Block TEMPLE BD,ALARMS,Other,ALARMS
CA23012742,"06/02/2023, 9:00:00 PM","06/04/2023, 4:17:55 PM",LETHBRIDGE,AB,.,700 Block HERITAGE BD, RMS] Break and Enter - Residential  CC 348(1)(d),Other,Break and Enter - Residential  CC 348(1)(d)
CA23012756,"06/04/2023, 5:41:00 AM","06/04/2023, 4:17:55 PM",LETHBRIDGE,AB,.,3700 Block 2 AV, RMS] Attempt Theft of Automobile,Theft of Vehicle,Attempt Theft of Automobile
CA23012751,"06/04/2023, 4:47:00 AM","06/04/2023, 4:17:55 PM",LETHBRIDGE,AB,.,1200 Block 13 ST," RMS] Fail to Comply with Conditions/Appear, etc. 145(3), 145(4), 145(5)",Other,"Fail to Comply with Conditions/Appear, etc. 145(3), 145(4), 145(5)"
P23024918,"06/04/2023, 6:19:34 AM","06/04/2023, 4:18:16 PM",LETHBRIDGE,AB,.,2000 Block MAYOR MAGRATH DR,ALARMS,Other,ALARMS
P23024919,"06/04/2023, 6:32:07 AM","06/04/2023, 4:18:16 PM",LETHBRIDGE,AB,.,UNKNOWN STREET,"SUSPICIOUS/WANTED (PERSON, CIRCUMSTANCES, VEHICLE)",Proactive Policing,"SUSPICIOUS/WANTED (PERSON, CIRCUMSTANCES, VEHICLE)"
P23024920,"06/04/2023, 6:32:55 AM","06/04/2023, 4:18:16 PM",LETHBRIDGE,AB,.,1700 Block 15 AV,ASSAULT,Assault,ASSAULT
P23024922,"06/04/2023, 6:44:17 AM","06/04/2023, 4:18:16 PM",LETHBRIDGE,AB,.,1700 Block MAYOR MAGRATH DR,TRESPASSING/UNWANTED,Quality of Life,TRESPASSING/UNWANTED
P23024923,"06/04/2023, 6:47:10 AM","06/04/2023, 4:18:17 PM",LETHBRIDGE,AB,.,2000 Block MAYOR MAGRATH DR,ALARMS,Other,ALARMS
P23024924,"06/04/2023, 6:51:10 AM","06/04/2023, 4:18:17 PM",LETHBRIDGE,AB,.,3500 Block 10A AV,DISTURBANCE/NUISANCE,Quality of Life,DISTURBANCE/NUISANCE
CA23012679,"06/01/2023, 7:21:00 PM","06/04/2023, 4:18:39 PM",LETHBRIDGE,AB,.,1600 Block 3 AV, RMS] Suspicious Person/Vehicle,Other,Suspicious Person/Vehicle
CA23012718,"06/03/2023, 9:24:00 PM","06/04/2023, 4:17:55 PM",LETHBRIDGE,AB,.,WHOOP UP DR & UNIVERSITY DR, RMS] Check On Welfare,Other,Check On Welfare
CA23012759,"06/04/2023, 6:12:00 AM","06/04/2023, 4:17:55 PM",LETHBRIDGE,AB,.,2000 Block MAYOR MAGRATH DR, RMS] False Alarm,Other,False Alarm
CA23012727,"06/03/2023, 10:54:00 PM","06/04/2023, 4:17:55 PM",LETHBRIDGE,AB,.,1200 Block 6 AV, RMS] Provincial Trespass Act,Other,Provincial Trespass Act
CA23012585,"06/02/2023, 6:52:00 PM","06/04/2023, 4:18:33 PM",LETHBRIDGE,AB,.,500 Block AQUITANIA BD, RMS] Assault,Assault,Assault
P23024912,"06/04/2023, 5:17:09 AM","06/04/2023, 4:18:14 PM",LETHBRIDGE,AB,.,400 Block 13 ST,TRESPASSING/UNWANTED,Quality of Life,TRESPASSING/UNWANTED
P23024913,"06/04/2023, 5:25:14 AM","06/04/2023, 4:18:15 PM",LETHBRIDGE,AB,.,UNKNOWN STREET,TRAFFIC/TRANSPORTATION INCIDENT (CRASH),Other,TRAFFIC/TRANSPORTATION INCIDENT (CRASH)
P23024914,"06/04/2023, 5:27:57 AM","06/04/2023, 4:18:15 PM",LETHBRIDGE,AB,.,800 Block 21 ST,DISTURBANCE/NUISANCE,Quality of Life,DISTURBANCE/NUISANCE
P23024915,"06/04/2023, 5:41:59 AM","06/04/2023, 4:18:15 PM",LETHBRIDGE,AB,.,3700 Block 2 AV,DISTURBANCE/NUISANCE,Quality of Life,DISTURBANCE/NUISANCE
P23024916,"06/04/2023, 5:47:35 AM","06/04/2023, 4:18:15 PM",LETHBRIDGE,AB,.,1 Block ROBIN RD,HARASSMENT/STALKING/THREAT,Other,HARASSMENT/STALKING/THREAT
P23024917,"06/04/2023, 6:06:40 AM","06/04/2023, 4:18:16 PM",LETHBRIDGE,AB,.,1800 Block 9 AV,INDECENCY/LEWDNESS,Sexual Offense,INDECENCY/LEWDNESS
CA23012724,"06/03/2023, 10:38:00 PM","06/04/2023, 4:17:55 PM",LETHBRIDGE,AB,.,1500 Block 9 AV, RMS] Other Drugs - Possession,Quality of Life,Other Drugs - Possession
CA23012743,"06/04/2023, 2:31:00 AM","06/04/2023, 4:17:55 PM",LETHBRIDGE,AB,.,1100 Block 8 ST, RMS] Assault - Bh/Weapon,Assault,Assault - Bh/Weapon
CA23012735,"06/04/2023, 1:14:00 AM","06/04/2023, 4:17:55 PM",LETHBRIDGE,AB,.,900 Block 7 ST, RMS] Assault,Assault,Assault
CA23012675,"06/03/2023, 2:19:00 PM","06/04/2023, 4:17:54 PM",LETHBRIDGE,AB,.,1200 Block 2A AV, RMS] Assist Others,Other,Assist Others
CA23012671,"06/03/2023, 1:04:00 PM","06/04/2023, 4:17:54 PM",LETHBRIDGE,AB,.,800 Block 20 ST, RMS] Theft Under,Theft,Theft Under
CA23012726,"05/29/2023, 7:00:00 PM","06/04/2023, 4:17:55 PM",LETHBRIDGE,AB,.,1900 Block 15 AV, RMS] Assist Others,Other,Assist Others
P23024895,"06/04/2023, 4:19:31 AM","06/04/2023, 3:18:06 PM",LETHBRIDGE,AB,.,600 Block 7 AV,PUBLIC SERVICE,Other,PUBLIC SERVICE
P23024896,"06/04/2023, 4:23:48 AM","06/04/2023, 3:18:06 PM",LETHBRIDGE,AB,.,600 Block 7 AV,DISTURBANCE/NUISANCE,Quality of Life,DISTURBANCE/NUISANCE
P23024897,"06/04/2023, 4:26:20 AM","06/04/2023, 3:18:06 PM",LETHBRIDGE,AB,.,1 Block FAIRMONT CR,"PUBLIC SERVICE (LOCK-OUT/LOCK-IN, PEACE, WELFARE, RECKLESS ACTIVITY)",Other,"PUBLIC SERVICE (LOCK-OUT/LOCK-IN, PEACE, WELFARE, RECKLESS ACTIVITY)"
P23024898,"06/04/2023, 4:27:27 AM","06/04/2023, 3:18:06 PM",LETHBRIDGE,AB,.,2900 Block 31 ST,"PUBLIC SERVICE (LOCK-OUT/LOCK-IN, PEACE, WELFARE, RECKLESS ACTIVITY)",Other,"PUBLIC SERVICE (LOCK-OUT/LOCK-IN, PEACE, WELFARE, RECKLESS ACTIVITY)"
P23024899,"06/04/2023, 4:28:14 AM","06/04/2023, 3:18:06 PM",LETHBRIDGE,AB,.,500 Block 7 ST,TRESPASSING/UNWANTED,Quality of Life,TRESPASSING/UNWANTED
P23024900,"06/04/2023, 4:29:32 AM","06/04/2023, 3:18:06 PM",LETHBRIDGE,AB,.,200 Block 20 ST,DISTURBANCE/NUISANCE,Quality of Life,DISTURBANCE/NUISANCE
P23024901,"06/04/2023, 4:31:29 AM","06/04/2023, 3:18:06 PM",LETHBRIDGE,AB,.,1400 Block 16 ST,DISTURBANCE/NUISANCE,Quality of Life,DISTURBANCE/NUISANCE
P23024902,"06/04/2023, 4:31:32 AM","06/04/2023, 3:17:51 PM",LETHBRIDGE,AB,.,200 Block 13 ST,TRESPASSING/UNWANTED,Quality of Life,TRESPASSING/UNWANTED
P23024904,"06/04/2023, 4:42:56 AM","06/04/2023, 3:17:52 PM",LETHBRIDGE,AB,.,1 Block IROQUOIS CR,BURGLARY (BREAK-AND-ENTER)/HOME INVASION,Other,BURGLARY (BREAK-AND-ENTER)/HOME INVASION
P23024906,"06/04/2023, 4:47:21 AM","06/04/2023, 3:17:52 PM",LETHBRIDGE,AB,.,1200 Block 13 ST,DOMESTIC DISTURBANCE/VIOLENCE,Other,DOMESTIC DISTURBANCE/VIOLENCE
P23024907,"06/04/2023, 4:47:23 AM","06/04/2023, 4:18:13 PM",LETHBRIDGE,AB,.,1100 Block 43 AV,TRAFFIC VIOLATION/COMPLAINT/HAZARD,Proactive Policing,TRAFFIC VIOLATION/COMPLAINT/HAZARD
P23024908,"06/04/2023, 4:50:12 AM","06/04/2023, 4:18:14 PM",LETHBRIDGE,AB,.,1300 Block 3 AV,TRAFFIC STOP,Proactive Policing,TRAFFIC STOP
P23024909,"06/04/2023, 5:05:57 AM","06/04/2023, 4:18:14 PM",LETHBRIDGE,AB,.,800 Block 2A AV,TRESPASSING/UNWANTED,Quality of Life,TRESPASSING/UNWANTED
P23024910,"06/04/2023, 5:06:29 AM","06/04/2023, 4:18:14 PM",LETHBRIDGE,AB,.,800 Block 4 ST,BURGLARY (BREAK-AND-ENTER)/HOME INVASION,Other,BURGLARY (BREAK-AND-ENTER)/HOME INVASION
P23024911,"06/04/2023, 5:09:31 AM","06/04/2023, 4:18:14 PM",LETHBRIDGE,AB,.,UNKNOWN STREET,ASSIST OTHER AGENCIES,Other,ASSIST OTHER AGENCIES
CA23012569,"06/02/2023, 6:19:00 PM","06/04/2023, 4:18:32 PM",LETHBRIDGE,AB,.,100 Block STAFFORD DR, RMS] Arson,Other,Arson
CA23012706,"06/02/2023, 8:09:00 PM","06/04/2023, 4:18:42 PM",LETHBRIDGE,AB,.,1900 Block 7 AV, RMS] Assist Others,Other,Assist Others
CA23012750,"06/04/2023, 12:15:00 AM","06/04/2023, 4:17:55 PM",LETHBRIDGE,AB,.,700 Block 6 ST, RMS] Domestic Related,Other,Domestic Related
RM23052946,"06/04/2023, 4:35:00 AM","06/04/2023, 4:17:56 PM",LETHBRIDGE,AB,.,200 Block 3 ST, RMS] TSA - Traffic Safety Act,Traffic,TSA - Traffic Safety Act
RM23052947,"06/04/2023, 4:59:00 AM","06/04/2023, 4:17:56 PM",LETHBRIDGE,AB,.,1300 Block 3 AV, RMS] TSA - Traffic Safety Act,Traffic,TSA - Traffic Safety Act
CA23012670,"06/03/2023, 12:10:00 PM","06/04/2023, 4:17:54 PM",LETHBRIDGE,AB,.,800 Block 2A AV, RMS] Provincial Trespass Act,Other,Provincial Trespass Act
CA23012702,"06/03/2023, 5:51:00 PM","06/04/2023, 4:17:55 PM",LETHBRIDGE,AB,.,300 Block 20 ST, RMS] Break and Enter - Residential  CC 348(1)(d),Other,Break and Enter - Residential  CC 348(1)(d)
CA23012673,"06/03/2023, 12:52:00 PM","06/04/2023, 4:18:38 PM",LETHBRIDGE,AB,.,1 Block ST & 7 AV, RMS] Theft From Auto Under,Theft from Vehicle,Theft From Auto Under
